Symbol,HR,estimate,se,zval.random,pVal.random,p.adj,pValQ,direction,num.coherence,k
GRAMD1B,0.7759579655559967,-0.25365692836400505,0.13345619859413962,-1.9006755102879405,0.05734452818725166,0.7556916807784244,0.31208500194147887,----++-,5,7
AZI2,0.7544038832413489,-0.2818274002194184,0.1482919724247349,-1.900489929503493,0.05736885530284923,0.7557480339532374,0.6452569641725067,-+--++-,4,7
POLA2,0.7833143879102848,-0.24422114645096446,0.12855064758787826,-1.89980487094795,0.05745873148275601,0.7557480339532374,0.5538076366546327,-+-----,6,7
PIP4K2B,0.7455827489287029,-0.29358915304486316,0.1545472515946233,-1.8996724303771257,0.05747612050673861,0.7557480339532374,0.5913457045454004,---.++-,4,6
HIRA,0.7815319620498151,-0.24649923162062423,0.1297931943452435,-1.8991691580141592,0.057542238471982254,0.7560591608773192,0.31910779996979877,---++--,5,7
STXBP5,0.7762520681355184,-0.2532779814732397,0.13344230248755357,-1.8980336576316454,0.05769164841639353,0.7573536557152543,0.7446430308521649,----..-,5,5
GAR1,0.8340238794894473,-0.18149324455194019,0.09562394550183848,-1.8979895004274927,0.05769746516099665,0.7573536557152543,0.33801244117545,+--.---,5,6
MBD2,0.7942231379005557,-0.23039082711510792,0.12141547893833661,-1.897540817115392,0.057756597010673934,0.7579371051271655,0.5550028706594932,---+---,6,7
SLC38A2,0.8099534113428076,-0.210778549830542,0.11109343435492794,-1.8973087928592982,0.05778719517831722,0.7579727756460641,0.7103802849801829,-+---+-,5,7
ARNT2,0.7915822715725862,-0.23372146119351528,0.12321278848672597,-1.8968928799034095,0.057842077367451984,0.758320280068406,0.1073797559091974,+------,6,7
MAN1C1,0.8502350660300031,-0.16224241945960738,0.0855456430723581,-1.8965597034833899,0.05788607322514339,0.7586746919214832,0.6989828472934041,--+----,6,7
CDK4,0.801893744470517,-0.22077916808433357,0.11642201713070527,-1.8963695486951413,0.05791119557864971,0.7586746919214832,0.47245465344002774,-+-.---,5,6
SEC24D,0.8286773644790262,-0.18792438599394168,0.09911367773464845,-1.896048964069936,0.05795357022284883,0.7587420545736054,0.4509387047268688,-------,7,7
RBBP6,0.7917847267738846,-0.23346573374357715,0.1231761688119689,-1.895380705499679,0.05804198300096905,0.7587420545736054,0.8538506483907138,-------,7,7
SMAD2,0.7995691540512082,-0.223682253824345,0.11803628296894009,-1.8950296315515498,0.05808847611540438,0.7587420545736054,0.35291740696510765,---+---,6,7
ZSCAN26,0.7281363992226103,-0.31726688676591813,0.16742298979928613,-1.8950019178744286,0.05809214758605654,0.7587420545736054,0.7235825838067017,--.-+-.,4,5
LRCH2,0.8485278253425039,-0.16425240127748747,0.08667848250992705,-1.89496166200967,0.05809748097231489,0.7587420545736054,0.5901051273745778,----..-,5,5
CCDC38,0.8350438090500458,-0.1802710895793717,0.09514890946939233,-1.8946206591822434,0.05814267580040885,0.7587420545736054,0.35487787125091913,--.-..-,4,4
PIK3R1,0.831143343748861,-0.18495300351633057,0.09762187860537991,-1.8945855801850742,0.05814732665384336,0.7587420545736054,0.28936818449174717,+-+----,5,7
HOMER2,1.1349891634153269,0.12662310323609255,0.06685113967862005,1.894105378678958,0.05821102394869834,0.7588419859626986,0.601905494229769,++-+-+-,4,7
PRKG2,0.8929322600952279,-0.11324455753918783,0.05980322268401766,-1.893619648853009,0.05827551352595975,0.7591175070275105,0.8882689396692725,---.++-,4,6
NDUFA10,0.7843114082660443,-0.24294913307554739,0.12830870149585277,-1.8934735543512615,0.0582949218678501,0.7591175070275105,0.6141232255471023,-+-+---,5,7
DNAJC3,0.7906436516782793,-0.2349079162889854,0.12408019320888447,-1.8931943142087675,0.05833203326412997,0.7591175070275105,0.40211573122385824,---.---,6,6
STRIP2,0.8662158486407854,-0.14362115362368658,0.0758715408296727,-1.8929515870266547,0.058364307980887854,0.7591175070275105,0.46808941795347836,--.+..-,3,4
MTA2,0.7337877263827066,-0.30953549330780655,0.1635541089945841,-1.8925571189291026,0.058416790881436066,0.7592366372612017,0.6506981911924585,+--.---,5,6
ZNF30,0.7964271157358154,-0.2276196594864591,0.12027649985125234,-1.8924699319315041,0.05842839616107543,0.7592366372612017,0.4555528357425952,-+-...-,3,4
CSNK1G1,0.7753638569995006,-0.25442286690351784,0.13447456129453234,-1.8919776681499576,0.058493956303930124,0.7592366372612017,0.689201025896042,-----+-,6,7
BIRC3,0.8255544608888141,-0.19170004458329518,0.10132285001049968,-1.891972487582318,0.05849464658144479,0.7592366372612017,0.10450267208984064,---.-+-,5,6
LMO7,0.7548805979658746,-0.2811956906294576,0.14868024661766713,-1.8912780751067448,0.05858723385761174,0.7597397359170092,0.2031703947360387,----++-,5,7
NR2C2,0.8101477302873341,-0.21053866487464007,0.11132228973018533,-1.891253453238592,0.058590518968966825,0.7597397359170092,0.41531000827996517,-+-.---,5,6
TMEM194A,0.7224259736388999,-0.32514032287607436,0.17192324305663387,-1.89119468139028,0.0585983610746582,0.7597397359170092,0.2169002253962336,-.-...-,3,3
SLC25A44,0.7942697643269283,-0.23033212187780952,0.121805687843351,-1.8909800187166108,0.058627011572104405,0.7597397359170092,0.6777290773284124,-+-----,6,7
S100A14,1.0770007932290575,0.07418013469121108,0.0392302120617529,1.89089303352332,0.058638624582870884,0.7597397359170092,0.5990507437684868,++--++-,4,7
RNF34,0.7527638198750265,-0.28400375260579064,0.15019839193378434,-1.8908574782278296,0.058643371964048376,0.7597397359170092,0.9296171305043708,-------,7,7
HCG18,0.736327672506804,-0.30608005211825445,0.1618829339239434,-1.8907493501573083,0.05865781130130106,0.7597397359170092,0.8979073229839751,---....,3,3
POLR2B,0.8074964216906426,-0.2138166552380013,0.11310181598500334,-1.8904794178225413,0.058693870737995486,0.7598222956608685,0.6170408238548831,-+-----,6,7
SMLR1,0.8410235964249376,-0.17313556182260806,0.09158373649935156,-1.8904618706382865,0.058696215449842847,0.7598222956608685,0.8397134684813337,-+....-,2,3
RAB8B,0.8085088220920742,-0.21256368834599884,0.11247730172491169,-1.8898363055140737,0.05877985632531579,0.7601561940568239,0.602858406253234,----++-,5,7
SNAPC5,0.739587874687383,-0.3016621740229961,0.15963183536295772,-1.8897369270803752,0.05879315277483521,0.7601561940568239,0.32740268804879624,----+--,6,7
PES1,0.779372769793776,-0.24926582408357298,0.13192153421201802,-1.8895006457623877,0.05882477632795458,0.7603810429578141,0.5246128625184602,----+--,6,7
CCDC160,0.9129057682801174,-0.09112261479800787,0.048229039051567585,-1.8893723903679172,0.05884194775898988,0.7604190171931,0.4437343701388898,-+-...-,3,4
FCRLA,0.9151522409873022,-0.08866484395415053,0.04694715205826101,-1.888609640135747,0.058944154313487936,0.7610035041188447,0.760811841235192,---+..-,4,5
KCNIP4,0.8545389075850424,-0.15719324488841308,0.08327746967541039,-1.8875843070293001,0.05908177847322354,0.7614935563312193,0.46634103331760723,--.-..-,4,4
KIAA1328,0.7542038959045876,-0.2820925285591993,0.1494611842720653,-1.8873965834882198,0.05910700431446062,0.7614935563312193,0.3955552720927813,--.+..-,3,4
TRIM14,0.7943252804500319,-0.23026222851724712,0.1220202489316615,-1.8870821075459983,0.05914928287278662,0.7614935563312193,0.12221816437123538,+------,6,7
COL18A1,1.1615319336356216,0.14973976629474672,0.07935386678528902,1.8869876461080803,0.05916198729351806,0.7614935563312193,0.9572105694886235,++++++-,6,7
MUC3B,1.8044560594636676,0.5902591942714854,0.31282003752367943,1.8868970125572753,0.0591741790184039,0.7614935563312193,0.6070804719069804,.+..++.,3,3
PPM1M,0.7125335155104087,-0.33892832863279093,0.17964564690509588,-1.8866492702260786,0.05920751513625276,0.7614935563312193,0.245487384198097,---+..-,4,5
PLCB2,0.8334016042867226,-0.18223963500556878,0.09661904124567366,-1.8861668741070121,0.0592724709054983,0.7618017041554914,0.7923067142286296,-----+-,6,7
R3HCC1L,0.6878182151422179,-0.37423069813863175,0.19841152040584722,-1.8861339168872329,0.05927691082985882,0.7618017041554914,0.40945500504938875,-+..+--,3,5
MZF1,0.7933163598422039,-0.23153319637049177,0.12276569901162818,-1.8859762803009112,0.05929815110244105,0.7618117242081482,0.9204006143518275,---.-+-,5,6
PTN,0.8940318665691966,-0.11201385951190114,0.0594086091764491,-1.8854819371247953,0.05936480086620257,0.7621978181869757,0.22115974563319796,--+----,6,7
SETMAR,0.7916088592260695,-0.2336878737725545,0.12397210629010612,-1.8850036574009916,0.059429344031343236,0.7624767712609225,0.5739112915908894,-+---+-,5,7
YAF2,0.5891472655670815,-0.5290791001522691,0.2807438385599578,-1.8845617516171236,0.05948903032739648,0.7628761296713465,0.025296379340786927,+--.---,5,6
SMARCC2,0.8169118360715105,-0.20222410173020655,0.10735047252152147,-1.883774677281136,0.05959546021987969,0.7636363591341278,0.850016106425582,-+-+---,5,7
C12orf75,0.8393893520508184,-0.17508061335393288,0.09294347599620492,-1.8837321444818977,0.059601216092829395,0.7636363591341278,0.7385059298913603,---...-,4,4
PDCD10,0.7945655883240197,-0.22995974345607298,0.12208207192531889,-1.8836487604563752,0.05961250161339569,0.7636363591341278,0.3688424340872711,++-----,5,7
AGAP9,0.7513965492482036,-0.2858217382826731,0.15175897746161834,-1.8833926207427223,0.0596471796525924,0.7636848834432969,0.8937370043713904,.-.-..-,3,3
C19orf54,0.7780014940273853,-0.25102683446190643,0.1333071068937684,-1.8830716554515592,0.059690657867475815,0.7636848834432969,0.7037079735162821,-+-.-+-,4,6
AFAP1L2,0.7426788277967499,-0.2974915917863997,0.15801644279725385,-1.882662250333671,0.059746154362058226,0.7636848834432969,0.2973990309301333,---+..-,4,5
ZNF597,0.8632392853740041,-0.14706335475083204,0.07813065709924676,-1.8822746436654487,0.059798735424224245,0.7636848834432969,0.4018340516391333,---...-,4,4
SETD5,0.8235489963477981,-0.19413223344425845,0.10316444620627017,-1.8817745898243323,0.059866627282491786,0.7636848834432969,0.557959060577088,-+-+---,5,7
FNDC1,0.9030638625031121,-0.10196200547106789,0.05418403629831468,-1.8817720575430676,0.05986697125064928,0.7636848834432969,0.7713526259557532,-+--..-,4,5
ZFAS1,1.2158235815614167,0.19542169206593354,0.10386229640318818,1.881546035794514,0.0598976791366928,0.7636848834432969,0.38112561650868126,++.-...,2,3
EAF1,0.7767879363793214,-0.2525878920183496,0.13426368576840114,-1.8812822735557282,0.05993353105700139,0.7636848834432969,0.6099771539450445,----..-,5,5
MIS18BP1,0.7986948513477412,-0.2247763193701168,0.11955093102931683,-1.8801720524869532,0.060084633174388155,0.7636848834432969,0.8994656208902844,-+-----,6,7
ASB15,0.8312955713696474,-0.18476986581445476,0.0982912883461925,-1.8798193504563234,0.060132702311751884,0.7636848834432969,0.5560569714559044,--....-,3,3
NAB1,0.8218208092912341,-0.1962329012529831,0.10439511267697972,-1.879713486781404,0.06014713650517356,0.7636848834432969,0.6698306297499237,+------,6,7
SMUG1,0.761880963282732,-0.2719649516629003,0.14471213091989973,-1.8793514402288558,0.06019652217621658,0.7636848834432969,0.6552336507231439,-----+-,6,7
KCTD14,0.913475736972451,-0.09049846402863387,0.04815530461171717,-1.8793041547205527,0.060202974730288655,0.7636848834432969,0.9240543124035131,-.-...-,3,3
ANKS4B,1.1384277925629485,0.1296481812015293,0.06899297533142149,1.8791504581261855,0.06022395204302579,0.7636848834432969,0.39578053749433206,+-.+..-,2,4
STARD8,0.81695447841325,-0.20217190365087653,0.1076002264624709,-1.8789170831475024,0.060255815863381634,0.7637263835552315,0.7716173379675705,----++-,5,7
NME9,0.8457801235304891,-0.16749585442029766,0.08916314309707524,-1.8785324137568669,0.06030836714904123,0.7638738074322392,0.3960583208809591,---+..-,4,5
SSR1,0.8108699925321073,-0.20964754285616805,0.11160262880852856,-1.8785179622950512,0.06031034216361906,0.7638738074322392,0.5421647721862407,-+-+---,5,7
FBXO21,0.7849332119443748,-0.24215664514490196,0.12893893077352792,-1.8780723842842542,0.060371263570962355,0.7642464216171361,0.3350609909199601,+------,6,7
GALM,0.8265886788946964,-0.1904480729882592,0.10141064637786536,-1.8779889468274586,0.0603826771796558,0.7642464216171361,0.6504763402225383,----..-,5,5
NASP,0.7238504018903398,-0.32317053517005406,0.17211543440631347,-1.8776383203794746,0.06043065976045431,0.7642921068848607,0.034787300987913744,-+-----,6,7
CCND2,0.8248157650419592,-0.19259523268664155,0.10258086614383898,-1.8774966514377482,0.060450055855446966,0.7642921068848607,0.15903857578501204,---.++-,4,6
CHCHD4,0.7439698736954697,-0.29575473731368107,0.1575497462826668,-1.8772149387219879,0.06048864087390473,0.7642921068848607,0.3369890009004818,-+-+..-,3,5
HIST1H4J,0.9013898807464934,-0.10381739494070692,0.055309623545854975,-1.8770222663807523,0.06051504215564093,0.7642921068848607,0.7630308560894306,-.-...-,3,3
DRG1,0.691867896490774,-0.36836024261328065,0.19627592574515873,-1.8767469378366515,0.06055278612990844,0.7644073833185795,0.2355113778493582,---.+--,5,6
TMEM151A,1.1749368326072354,0.16121438666782553,0.08593120230556865,1.8760867105588985,0.06064337422286121,0.7647211270155407,0.2245579038533604,+++...-,3,4
BET1L,0.7449681283843033,-0.2944138422099078,0.1569431904189308,-1.8759261961224603,0.0606654149599896,0.7647211270155407,0.856636223224903,---+---,6,7
GUF1,0.7308585474039048,-0.31353534356039686,0.16713758756383193,-1.8759116254484276,0.06066741603321287,0.7647211270155407,0.2180598698367503,-+-----,6,7
DCAF11,0.7603138044142433,-0.27402403037667583,0.14610915666257368,-1.875474724760135,0.060727443493872144,0.764899715635917,0.5301980805851766,-+-----,6,7
CASP4,0.826072937905811,-0.19107220681019157,0.101928433812329,-1.8745721842640535,0.060851602843154454,0.7652527485404168,0.4269740926437149,---.-+-,5,6
CHADL,0.8759872901136292,-0.13240369715370862,0.07063636122915053,-1.8744410789250519,0.060869656029676214,0.7652527485404168,0.39185521838603526,--+...-,3,4
CD3E,0.901943148788193,-0.10320378885686363,0.05506578456577277,-1.8741908368452085,0.06090412664625038,0.7652713983753302,0.5661116372279522,----++-,5,7
EFNA5,1.1177115881988626,0.11128337025302765,0.05938494159810028,1.8739324693818944,0.0609397334936668,0.7652713983753302,0.8431408684806244,++---+-,3,7
THAP11,0.7491566142562937,-0.2888072195173513,0.15411916014741578,-1.8739215762732269,0.0609412351035092,0.7652713983753302,0.5963511604808858,----+--,6,7
DBIL5P2,1.2450652529769886,0.21918794057291827,0.11696946718657686,1.8738902197724276,0.060945557753326024,0.7652713983753302,0.900538630927897,++-+...,3,4
TLE3,0.7785750728172404,-0.2502898597084209,0.13358444684586018,-1.8736452155783092,0.060979341548438544,0.7652713983753302,0.775485073487167,----+--,6,7
ANGEL1,0.7317321449084537,-0.3123407542429217,0.16676753362372795,-1.87291103643498,0.061080670918256925,0.7658816608529483,0.3542294461884699,---.++-,4,6
OTUB1,0.7574317368425463,-0.27782186203881465,0.1483633572020229,-1.8725773484655726,0.061126771685219475,0.7660419072275781,0.30102933584207664,+------,6,7
SLC4A11,1.097830214601942,0.09333569962058334,0.0498552737878526,1.8721329265535973,0.061188215682763884,0.7662763202487182,0.5837307443174231,++++..-,4,5
PIK3AP1,0.7841646905010325,-0.2431362162775867,0.1298929602855635,-1.8718198102734998,0.061231536596693954,0.7662763202487182,0.3072027418234655,----..-,5,5
CLDN7,1.1701308956722625,0.15711561919489922,0.0839823112247716,1.8708179961181644,0.06137031234710748,0.7669516953527837,0.2972965760723418,++++++-,6,7
HYI,0.7956266781033164,-0.2286252005090562,0.12220746939200494,-1.8707956366864538,0.061373412643780156,0.7669516953527837,0.5406424746614644,-+-----,6,7
C11orf57,0.7577434170258057,-0.2774104506097663,0.14829193603387708,-1.8707048948797345,0.06138599598174047,0.7669516953527837,0.5155628812561127,-.-+..-,3,4
TLCD3A,1.616022127710176,0.47996765289511734,0.25661947571652716,1.8703477261613226,0.06143554599816232,0.7671100008007279,0.9146400362503337,.+..++.,3,3
BMI1,0.7414724401653776,-0.2991172857747539,0.15993869437564084,-1.87019962206413,0.06145610219053451,0.7671100008007279,0.05856058178129547,---+---,6,7
WDR61,0.6979745672265097,-0.35957261352183323,0.19236054744103903,-1.8692638293309434,0.061586117783407335,0.768373833830162,0.13141069597525434,+------,6,7
BOD1L1,0.7857452695340035,-0.2411226236420179,0.1290174409055004,-1.868914946302722,0.06163464854194169,0.7687997813926437,0.7478036372051409,--.-..-,4,4
SLC20A1,0.8201140397030324,-0.19831187558498864,0.10612991834632945,-1.8685765397260135,0.0616817522344659,0.7690282220242955,0.4318233102798825,-----+-,6,7
RAB37,0.8792791837450987,-0.1286528165438469,0.06888088414574778,-1.8677579148320065,0.06179582200648196,0.7691262484293624,0.775226117116113,----..-,5,5
LINC01558,0.8886738718182703,-0.11802495912195134,0.0631933735313988,-1.8676793550720703,0.06180677794682845,0.7691262484293624,0.7987109254771526,--.-+-.,4,5
EIF1AD,0.7173299808639629,-0.33221931989627296,0.17788532413439137,-1.8676038707121398,0.06181730650648881,0.7691262484293624,0.5442852319621996,----..-,5,5
CEBPA-DT,2.099695882442645,0.7417925163578002,0.3973416842612914,1.866888236850575,0.06191719689374613,0.7691262484293624,0.4294663075396474,.+..++.,3,3
ZBP1,0.9098074353182452,-0.09452231140408907,0.050639441219072816,-1.8665749291184561,0.061960971379618084,0.7691262484293624,0.5015090396968727,----++-,5,7
NXPE3,0.8127157581715442,-0.2073738515111883,0.11110319522053838,-1.8664976385202419,0.06197177414461418,0.7691262484293624,0.5701215457697956,--.----,6,6
FBF1,0.7838683821979009,-0.24351415257474476,0.13048041196210922,-1.8662889617903713,0.06200094829288416,0.7691262484293624,0.5125926943137381,----..-,5,5
KRT76,1.5983426526185247,0.468967250277108,0.2514109731395635,1.865341215702524,0.06213359143684636,0.7691262484293624,0.08633226746330978,+-.++++,5,6
TTC12,0.8144295082126924,-0.20526740077168573,0.11004355812478406,-1.8653286413996397,0.06213535286816427,0.7691262484293624,0.7846053374226356,-------,7,7
ITGAL,0.8878746452797497,-0.1189247111802223,0.0637680808129946,-1.8649567254341446,0.06218747022179572,0.7691262484293624,0.4966539082618204,---+-+-,5,7
SPAG8,0.7777736901021687,-0.25131968387764275,0.13477080450872123,-1.8647932302086945,0.06221039258736694,0.7691262484293624,0.26049658534143316,-+-.++-,3,6
LGALS13,1.4621715363549204,0.37992268437309523,0.2037349050971447,1.8647893653369845,0.062210934534861324,0.7691262484293624,0.9742411516675158,++.-+++,5,6
NAXD,0.7145092703522059,-0.33615930709567626,0.18033097695956438,-1.8641240277373603,0.06230428901734215,0.7691262484293624,0.4397274508727967,.-.---.,4,4
PRR5L,0.6961730615132399,-0.36215699795692025,0.19428181181651571,-1.864080814208948,0.06231035637581883,0.7691262484293624,0.15868345849386364,+---+--,5,7
F2RL1,1.139331627123301,0.1304417984729402,0.06998153242983653,1.8639460146678146,0.062329285930473495,0.7691262484293624,0.8326247257301395,++++-+-,5,7
TRIM37,0.8047337040280514,-0.21724385874039917,0.11656808302931557,-1.8636650195728515,0.06236876064649382,0.7691262484293624,0.42832606662958556,---+---,6,7
BRPF3,0.7920477656249012,-0.23313357885384314,0.12510215755489537,-1.863545628711824,0.062385539156544975,0.7691262484293624,0.6871980756806353,-+-...-,3,4
IQCD,0.8314971682759992,-0.1845273859159889,0.09902140558721148,-1.8635100645331624,0.062390537864868825,0.7691262484293624,0.5611209442339798,-+-...-,3,4
TRAV12-1,0.8850851899912827,-0.12207137872973661,0.06552727677383974,-1.8629093827758583,0.0624750165047287,0.7691262484293624,0.7483249543165691,---....,3,3
DNMT3A,0.7984369587437996,-0.2250992640445056,0.12083602433814566,-1.862848974694759,0.06248351740540222,0.7691262484293624,0.513031871784325,---+---,6,7
SS18L2,0.6739453451346659,-0.39460626166247653,0.2119077132904973,-1.8621609168210118,0.06258041157160561,0.7691262484293624,0.027194622866641104,+------,6,7
PPL,1.1325844937990444,0.12450218380307448,0.06687145446662424,1.861813606360453,0.06262936793985555,0.7691262484293624,0.7192950224328603,+++-++-,5,7
SLC14A1,0.898543300092505,-0.10698038238658157,0.057472326926007684,-1.8614242385611541,0.06268429029993927,0.7691262484293624,0.6398049447277995,---+++-,4,7
TLCD2,0.8691552233219241,-0.1402335467428062,0.07533775256995892,-1.8613980635085283,0.06268798385593366,0.7691262484293624,0.46640621254562425,----..-,5,5
GJB1,1.0600243977692065,0.05829192462249644,0.03131824406642302,1.8612769125518276,0.06270508178537283,0.7691262484293624,0.8685881794871452,++++-++,6,7
DPT,0.9169645225921418,-0.0866864960322816,0.04659437204971467,-1.8604499260080152,0.06282189670616396,0.7691262484293624,0.8542153959854691,-------,7,7
TIMELESS,0.8294123106646936,-0.187037888424098,0.10055499234557877,-1.8600557173859875,0.06287764343035268,0.7691262484293624,0.4429341029376192,-+-+---,5,7
NAA15,0.7523265452672869,-0.28458481355757126,0.15302128103680485,-1.8597727821212175,0.06291767971953635,0.7691262484293624,0.08945682169197312,-+-----,6,7
ADGRB3,2.524256339670499,0.9259465004057253,0.4979137034977915,1.8596525741329237,0.0629346959309885,0.7691262484293624,0.2221989784021525,.-.+++.,3,4
PLA2G16,1.1255626472383293,0.11828304151113445,0.06361936347311253,1.8592301942964964,0.06299451667738394,0.769132869767785,0.6197069844885783,+.+...-,2,3
HPS4,0.7465165218848756,-0.2923375297831421,0.15727692245949382,-1.8587439607259146,0.06306343908198031,0.769132869767785,0.7651278215195856,----++-,5,7
SLC19A2,0.8486214798918981,-0.1641420343826004,0.08831098596074491,-1.8586819363058988,0.06307223537085703,0.769132869767785,0.9948934886621412,-+-+---,5,7
LARGE,0.8283184479984625,-0.18835759950416803,0.10134997774569904,-1.8584868363442864,0.06309991101466743,0.7692947617634853,0.4327269276549367,-.-...-,3,3
SRP54,0.7791341681593005,-0.24957201667152912,0.13432260113206193,-1.8580046438064242,0.06316835485407278,0.7694268558422216,0.7569849794095171,-+-.---,5,6
GUCA1A,0.9008001189178823,-0.10447188958308498,0.05624307447922989,-1.8575067339475833,0.06323909403656494,0.7701129153885219,0.5719994882536639,---+---,6,7
TTPAL,0.6434442482658407,-0.44091989398079023,0.2374722029659549,-1.856722127785215,0.06335069766847347,0.7708839397954484,0.02667430088510403,+--+---,5,7
IRX4,1.0608723531521764,0.05909154433786717,0.031835986839718916,1.8561241602268765,0.06343586276981114,0.7708839397954484,0.4376387788641411,+-+.+--,3,6
ERI1,0.8104424495512721,-0.21017494643323073,0.11323870711874608,-1.8560344936898114,0.06344864161468944,0.7708839397954484,0.4366263634676594,----..-,5,5
FST,0.7794821168861589,-0.2491255325227657,0.13425528550428054,-1.8556106121782647,0.06350907997174327,0.7708839397954484,0.11443961264407078,-----+-,6,7
CHTOP,0.7861178933009134,-0.24064850632353835,0.12970014374733116,-1.8554220478918333,0.06353598134178648,0.7708839397954484,0.7032251079740883,-+-+---,5,7
EXD1,1.1461543575439157,0.1364123016690325,0.07352950510548815,1.8552049476374193,0.06356696543074797,0.7708839397954484,0.9317108474023497,++....+,3,3
FMNL3,0.7876659573648543,-0.23868119097387433,0.12865629413153898,-1.855184719760739,0.06356985294611753,0.7708839397954484,0.7438770384118809,---...-,4,4
ANO6,0.7837166406522197,-0.24370775170199244,0.1313692061997228,-1.8551360608168663,0.06357679942047136,0.7708839397954484,0.848103445598011,----..-,5,5
CCDC28A,0.6734904879949432,-0.39528140647578314,0.21310576874687392,-1.8548601889106842,0.0636161943172063,0.7708839397954484,0.07388627580153465,+--.---,5,6
DDX39B,0.7391106251292261,-0.30230767352784765,0.1630797243554473,-1.8537416268189184,0.06377613326063554,0.7708839397954484,0.8236011830864904,-.--..-,4,4
ZZEF1,0.77918022763348,-0.24951290218947422,0.13460383265808942,-1.85368348926043,0.06378445520083224,0.7708839397954484,0.6496675803392556,---.+--,5,6
RASA3,0.7679725063777885,-0.2640013454625185,0.14242615893106245,-1.8536015254775022,0.06379618920368427,0.7708839397954484,0.36909204936124124,---.---,6,6
ACIN1,0.7452263630719139,-0.29406726370397984,0.1587173708579966,-1.8527730273901772,0.06391489779821459,0.7708839397954484,0.6318338324805016,-+-+---,5,7
FLJ12825,1.174215574208867,0.160600328236419,0.08668217135617116,1.852749253090617,0.06391830691030322,0.7708839397954484,0.5379078336972474,+-.+...,2,3
CCP110,0.6730406619015854,-0.3959495322894721,0.2137164836936755,-1.8526859765154813,0.06392738117695602,0.7708839397954484,0.09599993180327678,++-----,5,7
C3orf14,0.7927516759832686,-0.23224525142744956,0.12536555197533245,-1.8525444012973142,0.06394768782420836,0.7708839397954484,0.0062828559632779795,+------,6,7
C10orf12,0.801985172768311,-0.2206651591065855,0.1191467632464044,-1.8520449326032757,0.0640193709824183,0.7708839397954484,0.45399393699951124,-.-+..-,3,4
EGFL6,0.8664934111437315,-0.14330077384415604,0.07737524458230985,-1.8520235330786743,0.06402244369870545,0.7708839397954484,0.30249355948283624,----+--,6,7
EDN2,1.0819500333076302,0.07876499942046841,0.042529223074125475,1.8520206513809694,0.06402285748540087,0.7708839397954484,0.4054922570271891,+++--++,5,7
TGOLN2,0.8262268433470743,-0.19088591441524652,0.1030693971629991,-1.852013494494103,0.0640238851615829,0.7708839397954484,0.7909267657067865,-+-----,6,7
RCHY1,0.731906158185134,-0.3121029724396819,0.16854061858418354,-1.8517967660347174,0.06405501222282023,0.7710761889783297,0.21548831504721336,+----+-,5,7
ING1,0.7519093791236351,-0.28513946877831486,0.15399721156607354,-1.85158851825037,0.06408493304023856,0.7710761889783297,0.24682267561939444,-+-----,6,7
TCL6,0.9100988262135277,-0.09420208513317407,0.05088656065914912,-1.8512173727787016,0.06413828743341249,0.7712376874585403,0.5183837444033288,-+-.++.,2,5
TOB2,0.759250608674335,-0.27542337337818734,0.14878290660614654,-1.8511761845551216,0.06414421074848667,0.7712376874585403,0.3294379603723732,---.+--,5,6
GNL1,0.774368253722524,-0.2557077385365672,0.13817662820803112,-1.8505860350824868,0.06422913027740636,0.7717687535841756,0.6963702370254532,---+---,6,7
USPL1,0.7453897072723755,-0.2938481003602253,0.15882623674623292,-1.8501231684392652,0.06429579937744961,0.7718963563912064,0.5998504281821897,--+++--,4,7
ZCCHC13,1.3823232354067834,0.3237655875828001,0.17509409387372013,1.8490948519160422,0.06444411762840146,0.7721192871637247,0.418058553366485,-+....+,2,3
ZNF248,0.7732815947985708,-0.2571120085057253,0.13906688749772295,-1.8488370102475702,0.06448135142484374,0.7721192871637247,0.7741700563003822,---.---,6,6
GBP3,0.8621447657730857,-0.14833208068695997,0.08024655119582252,-1.8484542759350615,0.06453665316373305,0.7721192871637247,0.653089427208765,----..-,5,5
SIAH2,0.6556476995268967,-0.42213167770162924,0.22842054773172002,-1.8480459918930892,0.0645956897583199,0.7721192871637247,0.050676252345141226,++-----,5,7
TNFSF13B,0.7673119021773822,-0.2648619081536963,0.14335540124548501,-1.847589318941257,0.06466177603545695,0.7721192871637247,0.10253301370508144,----..-,5,5
JADE1,0.7882819041442111,-0.23789950672433266,0.1287682413850489,-1.8475014038046407,0.06467450485540187,0.7721192871637247,0.423490322443587,-+.+-+-,3,6
RPP14,0.7290179445953376,-0.3160569319193158,0.17107799729330916,-1.8474434872968712,0.06468289144439342,0.7721192871637247,0.7468491044934711,-+-----,6,7
DNM1L,0.8109205141462191,-0.20958523935405715,0.11344974996522457,-1.8473838806899152,0.06469152370493482,0.7721192871637247,0.675353341416948,+------,6,7
ADNP2,0.7043277603935111,-0.3505114624268118,0.18974566465208492,-1.8472699393132637,0.06470802740114706,0.7721192871637247,0.09133992441483745,-+-----,6,7
TMEM14C,0.5486559154362197,-0.6002837818004453,0.3249656713679551,-1.8472221366445518,0.06471495235337736,0.7721192871637247,0.005758597977582856,+---..-,4,5
FAM186B,0.8294405134100843,-0.18700388571453375,0.10124898409489551,-1.8469704894941419,0.06475141739975866,0.7721192871637247,0.7147596022919107,---+..-,4,5
