Symbol,odds.ratio,estimate,se,zval.random,pVal.random,p.adj,pValQ,direction,num.coherence,k
SH2D2A,1.5307055833505805,0.42572879468879,0.12527783005528614,3.3982772091511513,6.78116699977737e-4,0.026651370220757673,0.16055013152729264,++++-++------+++,9,16
C5orf58,1.2897848986507912,0.2544754592381042,0.07488827745846895,3.398068000418751,6.786354944994295e-4,0.0266536281843712,0.46036854127879456,+-++-+-...+..+.+,7,10
PLGRKT,1.4380393344922164,0.36328061253547256,0.10692144440096235,3.3976403383884968,6.796971563714095e-4,0.026677189886006664,0.1367731123624537,++++-+.+++-++--+,11,15
SEMA4C,1.5689274746598447,0.45039224875637046,0.13256899606429653,3.3974176627084685,6.802505550372751e-4,0.02668078449879398,0.07731285602441454,-+++-+++++++++++,14,16
GULP1,0.8015028327896373,-0.22126677257865385,0.06513705539241602,-3.396941591013588,6.814351044983936e-4,0.02669100456087471,0.4821029211513006,---------++---++,12,16
NDUFS2,1.5674966132848838,0.4494798329387984,0.13237399802936234,3.395529632935146,6.849595886462701e-4,0.026810877557215184,0.13742733763994022,+++-+++++--++-++,12,16
UGT2B17,1.1863320311889423,0.17086622023833384,0.050326947533812186,3.3951238573238975,6.85975602710343e-4,0.02683246748204967,0.8351864743391785,++-...-...+....+,4,6
BLM,1.5681794378659994,0.4499153527952952,0.13255870995745425,3.394083670093795,6.885865099709528e-4,0.02691637146621233,0.024326991828428714,++++-++---.+++++,11,15
TRNT1,1.3851455416339025,0.32580521833054676,0.09601013685744403,3.393446035956628,6.901915577946895e-4,0.026942653418939456,0.7395324730242054,+++++++...-..-.+,8,10
HIST1H2BM,1.2134441184663316,0.19346269524065662,0.05702627206172477,3.3925187154309193,6.925320086771193e-4,0.027015762504599517,0.43810151431708744,+++...+........+,5,5
CPSF4L,1.2413672905976274,0.21621342584862602,0.06374170170738425,3.3920246880321123,6.937818868487225e-4,0.027042491575116755,0.574475402758304,+++...+........+,5,5
HEATR9,1.3537434299015811,0.30287366606298977,0.0893123541886549,3.3911732460128454,6.959409374602592e-4,0.027084880074096075,0.7945246894471322,++-+--.......+..,4,7
LGALS3BP,1.268208558616741,0.23760532089431444,0.07006775292542075,3.3910795048218345,6.961790236098015e-4,0.027084880074096075,0.1527385351804002,+++-++++++.+-+-+,12,15
TRIM69,1.7773489914783205,0.5751229235185781,0.16963093460493317,3.390436566644092,6.978140147291415e-4,0.027116720806234926,0.36573218414210795,+-+++-+...+..-.+,7,10
ATF7IP,1.6741423354345224,0.5153009955939728,0.15199548911814967,3.3902387405287877,6.983178038049514e-4,0.027116720806234926,0.13036143780704923,-++--+-+++++++++,12,16
WDR53,1.5461951176377364,0.4357971502467726,0.12859699018837167,3.3888596428921662,7.018392518971025e-4,0.027216494453345848,0.6215081700347009,+++-+-+...-..+.+,7,10
TPRKB,1.3735751695801033,0.3174169535449786,0.09366896796345335,3.3887098411164795,7.022227542848736e-4,0.027216494453345848,0.329270328282691,-+--++++++++++++,13,16
MRPL33,1.3746267591985997,0.31818224641433307,0.09389659730933875,3.388645121676708,7.023885005355119e-4,0.027216494453345848,0.5434976650374499,+++++++++-++++++,15,16
PARP15,1.387808676536498,0.32772601147162045,0.09673393601732554,3.3879114710366283,7.042699207478278e-4,0.027271106167081102,0.2283173958447996,++++-+-...+..+.+,8,10
NOLC1,1.37627442490167,0.3193801563280918,0.0942832976680666,3.387452117473662,7.054502990393365e-4,0.02729851679618127,0.3007086314434759,++++-+++++-++-++,13,16
GPS2,1.533276102352607,0.4274066895777135,0.12618572482009197,3.3871239412150964,7.062947230191343e-4,0.02731289914839857,0.8840787147710296,+++--+++++.++-++,12,15
KLRC1,1.5128564311972417,0.41399954015002444,0.122241427596566,3.38673679038132,7.07292100892754e-4,0.02732841684549361,0.040948903238905425,+++...+...+....+,6,6
MEF2B,1.3718427924361454,0.3161549399660973,0.09335464472648689,3.386601072634116,7.07642046610213e-4,0.02732841684549361,0.3357477338860548,+.+...+........+,4,4
OAS2,1.2476799281256856,0.22128576920572493,0.0653507949187981,3.3861220736593105,7.088784230214509e-4,0.027357877095284772,0.2427404156808722,++++-++-++----++,10,16
ING2,1.3792315634874237,0.32152650602463667,0.09497120304450235,3.385515774439261,7.104462609286384e-4,0.027400081628098233,0.49100954575262984,++++--++++-++--+,11,16
KIF22,1.5165406681043425,0.4164318648685907,0.12301867846952973,3.3851108632396496,7.114951204128463e-4,0.02742222754284975,0.23116714579852718,+++--++++-.++-++,11,15
CDCA3,1.3097378366620427,0.2698269924999796,0.07973170370200502,3.384186966685803,7.138937198306976e-4,0.027496330512999146,0.21310675369492507,++++-+++--++++++,13,16
SELK,1.6734056629993588,0.5148608690013743,0.15216309506614262,3.383611964370029,7.153903186251645e-4,0.027517792554610645,0.9461487735163525,++........+....+,4,4
PUM3,1.3771103078282751,0.31998732389341467,0.09456988785006167,3.3836068876463834,7.154035451418491e-4,0.027517792554610645,0.441004299068947,..++++.+++.++-+.,10,11
IFI27,1.2080947167859402,0.1890445043742627,0.05588545686533627,3.38271376808803,7.177339512514417e-4,0.027589062740918692,0.20283823339996426,+++-++-++++++-++,13,16
CTPS1,1.3471496014529558,0.297990953958294,0.08811759568166963,3.3817417696552354,7.202781885278538e-4,0.02765006781661676,0.1645449675932963,+++--+.+++.+++++,12,14
SVIP,1.3331285003073956,0.287528435880834,0.08505826306416187,3.380370413441703,7.238820099323072e-4,0.027758924924721762,0.3982797659010488,++++++-...+..+.+,9,10
ATXN7L3,1.5846749352818303,0.4603792981455286,0.13619898720061438,3.3801961938778047,7.243410432055898e-4,0.027758924924721762,0.42499922582729244,+++++++......-.+,8,9
EGR2,1.2118599806684327,0.19215635347201385,0.056849059534847174,3.380114905053555,7.245553153058541e-4,0.027758924924721762,0.7629829401587649,+++++-+-++.+++++,13,15
WNT10A,1.2576545054262889,0.22924848258241043,0.06784360970532928,3.3790725991456556,7.273079896044777e-4,0.027845919013524918,0.4046379215139178,+++-+--...+..-.+,6,10
SF3B2,1.6311011528611206,0.4892553406373775,0.1448274851639005,3.3781939946253283,7.296358798454066e-4,0.027916545246482464,0.26548703164650334,-+++++++++-+++++,14,16
SERPINB9,1.3015157504050645,0.2635295471119234,0.07803756147167171,3.376957738583193,7.329231014575567e-4,0.02802375861258033,0.3130462218060811,++++-++-++----++,10,16
NUB1,1.4977064292728335,0.4039348907711263,0.11971438326000618,3.374155049471584,7.404265010514284e-4,0.02829193166120716,0.26955487774770276,+++++-+......+.+,8,9
YES1,1.4301574905358074,0.357784571449419,0.10607284037552538,3.373008304319643,7.435171016998921e-4,0.02838234060699536,0.029930492760361332,-++-+-++++-+++++,12,16
GEMIN2,1.644253415748027,0.49728643058687333,0.14743629773050784,3.37289011079104,7.438363260373775e-4,0.02838234060699536,0.10826627837026696,-++++-++++-+++++,13,16
ACP5,1.2610060065954385,0.2319098203302311,0.06876073851595382,3.3727069449148446,7.443312831688236e-4,0.02838234060699536,0.2671334070316351,+++++++-+-.--+++,11,15
TCEANC,1.64655194420279,0.4986833705922125,0.14795737501455955,3.370452946621554,7.504472087132549e-4,0.028574723314592834,0.6511145638541075,+++++++...-..+.+,9,10
LINC00327,0.7673280304869192,-0.2648408891391453,0.07858444701762433,-3.3701438285841565,7.512895889996627e-4,0.028574723314592834,0.6282034490647423,---+---...-..-..,8,9
PRELP,0.8676483546716313,-0.14196876775165634,0.04213528453256994,-3.369355857604726,7.534408693437683e-4,0.028637692622017676,0.5804647944539155,-------++++-++-+,9,16
PPP3CC,1.4244310361362555,0.35377246110313304,0.10502165512769349,3.368566803417724,7.556008379537524e-4,0.028700909146574683,0.3424106923432544,++++--+-++.+-+-+,10,15
KIR2DS1,0.35714204167624847,-1.0296217004902692,0.305676758880386,-3.3683349177788466,7.562366974770622e-4,0.02870618854141905,0.3939635896067524,...---.-----++-.,9,11
APIP,1.3166574498126782,0.27509629007815,0.08169505525363639,3.3673554565091623,7.589279888808777e-4,0.028789432455419452,0.5877877072492573,++++-+-+++.+++++,13,15
UROS,1.5673981955468617,0.4494170443962437,0.13347747726159437,3.366987851556848,7.599403598703869e-4,0.028793548277821067,0.19270748489398812,++++++++++-+++-+,14,16
YME1L1,1.2968012621043565,0.2599006646840412,0.07719656823377082,3.366738582173705,7.606275521693743e-4,0.028793548277821067,0.7093546107712139,+++-+--+++-+++++,12,16
OR12D3,0.38618175028157936,-0.9514471646832838,0.28261427862177446,-3.3665926906567067,7.61030017312853e-4,0.028793548277821067,0.8316538493431945,--.+-+.---.----.,10,12
RELT,1.6933993168842034,0.5267379388269998,0.1564921995221947,3.3659053961491194,7.629286907026434e-4,0.02884649357110898,0.17146580620165078,++++-++...+..+.+,9,10
BOLA1,1.318493070411374,0.27648947113669853,0.08215564560221669,3.365434829341033,7.642311822844008e-4,0.028864548357674494,0.7298913390431931,+++-++++++.+++++,14,15
ASCL2,1.2159733011171816,0.1955448269848246,0.05810496751770265,3.3653719352867477,7.644054243646273e-4,0.028864548357674494,0.6381653749782438,+.+++-++++-+++-+,12,15
PGAP4,0.40770282811461556,-0.8972167324269645,0.2667080036899529,-3.3640412736543737,7.681005542565703e-4,0.028949066344759994,0.719392802432018,...-++.---.----.,8,10
EDEM1,1.5813200238322815,0.4582599563596949,0.13623000503421895,3.363869481210008,7.685788135678838e-4,0.028949066344759994,0.2143902698100111,++++--+--+++-+++,11,16
GPR84,1.3573984936434804,0.30556999555026193,0.09084091274695051,3.363792660268264,7.687927676611534e-4,0.028949066344759994,0.3055327401936878,+++-+++...-..-.+,7,10
FBXO45,1.3777851610258633,0.3204772540695077,0.09527866265753729,3.3635784249135394,7.693897269573398e-4,0.028949066344759994,0.7405810804196271,+-+++-+......+.+,7,9
COPRS,1.410496227211784,0.34394157666851954,0.10225750200556745,3.363485024793521,7.696501177960908e-4,0.028949066344759994,0.7119121878370118,++++-+....+..-.+,7,9
COA3,1.5538275675421274,0.44072128539129385,0.13107086491556047,3.3624656835462163,7.724972702020358e-4,0.02903079368282736,0.2745788400569156,+++--+.+++-++-++,11,15
GPR171,1.3221076629917166,0.2792271775928422,0.08307833065648235,3.361010932530756,7.765775165721079e-4,0.029152689696190358,0.12056154160316196,++++-++-+++--+++,12,16
CALML4,1.4476461611017855,0.3699389002218244,0.11010241194633283,3.3599527356598107,7.79558078122392e-4,0.029245576886651345,0.2558529165533933,+++-++-+++-+-+++,12,16
GPS1,1.599709533753289,0.46982207136090576,0.13984817556935483,3.3595151988801395,7.807935627870171e-4,0.0292616514901852,0.10444710818241279,+++-+-++++.+++-+,12,15
ERI1,1.6370387321641646,0.4928889585636842,0.14672021255730391,3.3593800743110194,7.811754849438255e-4,0.0292616514901852,0.1333513833346513,++++-++...-..+.+,8,10
SUGP1,1.4802037559481458,0.3921797512379108,0.11674576531328826,3.359263183426766,7.815060104779965e-4,0.0292616514901852,0.7062485251645382,++++++++++-++--+,13,16
SMLR1,1.35903227644904,0.30677288503343697,0.09133287434267115,3.3588440880822166,7.826921293267948e-4,0.029277354135247485,0.8012107775949768,+.+-.-.......+.+,4,6
CAND2,1.5334443365260466,0.427516405593217,0.12729089122486323,3.3585781471039926,7.834456588273723e-4,0.029277354135247485,0.009942205883110119,++++-++-++.++-++,12,15
C3,1.155239885689767,0.14430801564639575,0.04296956750509281,3.358377196356286,7.840154885874148e-4,0.029279709655881902,0.5642594551937439,+++--++++++---++,11,16
ARRDC5,1.2954921702784723,0.2588906772182612,0.07710212208474299,3.357763317249742,7.857586300049194e-4,0.02932585212526112,0.3792524398664905,+-+...+........+,4,5
DDX50,1.4897532457607578,0.39861049937106097,0.1187346467451828,3.3571540430530065,7.874922519314028e-4,0.029356191666771052,0.17933481795243136,-++++-++++-+++++,13,16
ZWILCH,1.410264826982229,0.3437775073087772,0.10240249257851779,3.3571205021712096,7.875877918007258e-4,0.029356191666771052,0.171382403011708,-++-++++++++++-+,13,16
PCF11,1.4990574750957841,0.4048365606774645,0.12062207330815615,3.3562394475115567,7.901012973688652e-4,0.0294133031706632,0.4968949993576144,+++++--+++-++-++,12,16
LRRFIP2,1.42119015043732,0.3514946546856954,0.10472912145675807,3.356226518436184,7.901382372844063e-4,0.0294133031706632,0.315237993578802,-+++++++++-+--++,12,16
CLNK,1.2618540161940976,0.23258208087812993,0.06930393284748992,3.3559723282941176,7.908648145728458e-4,0.029421393301436952,0.462761537143455,+++++++......+.+,9,9
QTRT2,1.848478751066755,0.6143630040981598,0.18316557598988187,3.3541401039903778,7.961204186445927e-4,0.029578817406284694,0.7783991438472819,..++-+.+++.++++.,10,11
SENP5,1.418273186491404,0.34944006575397507,0.10425355405253262,3.3518288074658322,8.027964416990556e-4,0.029769423377869857,0.8136489610246372,++++-++++-+-+-++,12,16
DTYMK,1.4161697947115772,0.3479558996021918,0.10385740363532406,3.3503234957035337,8.071723286595709e-4,0.02989331674101157,0.3259222665445352,-+++-++++--+++-+,11,16
ATP5PO,1.773895098987142,0.5731777496627494,0.1711170299560073,3.349624229745621,8.09212589307824e-4,0.029949678497546588,0.40051729460939256,...+-+.+++.+++-.,8,10
COX7B,1.3173765602050955,0.27564230460001893,0.0822978586160577,3.3493253559119514,8.100860776591406e-4,0.02995233924643708,0.5831527331965151,++++-+++++.+++++,14,15
TPI1,1.3175782015690976,0.27579535570155655,0.08234553271607009,3.3492449026045814,8.103213598189697e-4,0.02995233924643708,0.2721531310157642,++++-++++-+++-++,13,16
IGKV3D-11,1.1603234314344015,0.14869878645721465,0.04442081228171713,3.3475026416483744,8.154321060591015e-4,0.030083508617789613,0.6096696128628865,+-....+.........,2,3
LINC00474,0.34605095329951596,-1.0611692508952388,0.3171056865276534,-3.3464213856117615,8.186188842190597e-4,0.030154310813829983,0.4159673697161872,-..+--.---.----.,10,11
CNOT4,1.4697169147690055,0.38506980725863016,0.11509737430579475,3.345600276124138,8.210466493939187e-4,0.030189307257165468,0.48162337215140655,-++-+++++++++-++,13,16
NUSAP1,1.369443478094894,0.3144044369414982,0.0939791780548002,3.3454691076162195,8.214350920528977e-4,0.030189307257165468,0.008849763208940039,+++--+++++.+++++,13,15
CKAP5,1.674092988998451,0.515271519508039,0.15413814801361064,3.342920141109647,8.290175379543494e-4,0.030448607271312513,0.011153533222738144,+++---++++-+++++,12,16
NUP98,1.3940263151214836,0.33219618957872377,0.09940758468728149,3.341758987744785,8.324931180774185e-4,0.030545056943743924,0.5322070779823767,-+++--++++++--++,11,16
SLC4A1AP,1.5092949976829373,0.4116426528485524,0.12318398484116,3.341689695940153,8.327009500189822e-4,0.030545056943743924,0.3096551931540488,-+++++++++-+++++,14,16
PPIF,1.251196401066597,0.2241002144193803,0.06707817680697717,3.340881119417521,8.351297326541857e-4,0.03059529814480845,0.39395643199410196,+++-++++++++-+++,14,16
GYG1,1.5773615427490417,0.455753541533064,0.13643125206521206,3.34053623809903,8.361676766330472e-4,0.030613910868059358,0.14145782145963562,+++-+-++++-+-+-+,11,16
GVINP1,1.3273415480713255,0.28317810585830383,0.08477998752896657,3.340152718960369,8.373233089061513e-4,0.030625451383272922,0.280259448248894,++++-++--++-+++.,11,15
NT5C3A,1.403851324314522,0.3392194056335394,0.10156026848032963,3.3400798433221945,8.375430675662274e-4,0.030625451383272922,0.6557808204748337,++++-+.......+.+,7,8
MCOLN2,1.3431071452975658,0.2949856949228853,0.0883228548361547,3.339856886081243,8.382157340344465e-4,0.030630661491528214,0.3223971401075959,++++-++...-..+.+,8,10
APOE,1.2377871420598325,0.21332522253272948,0.06389075658532213,3.338905875184729,8.410905841744657e-4,0.0307162878698455,0.16580476942328493,+++-++++++++-+++,14,16
PLPPR2,0.5106460564917567,-0.6720785775145166,0.20141244383017634,-3.3368274806356495,8.474053111222183e-4,0.030889544202451866,0.30431281499238777,..--+-.---+----.,10,12
HVCN1,1.3228341912791195,0.2797765494472764,0.08384535048138247,3.3368165061150252,8.474387710888325e-4,0.030889544202451866,0.7046354387865935,+++++-+...-..+.+,8,10
MED7,1.6881234040789812,0.5236175001834631,0.15704515228494959,3.3341844212636924,8.554991569490481e-4,0.031144634615124248,0.26243080498296856,++++-+++++.-+-++,12,15
METTL2A,1.5426284542333952,0.43348774998059736,0.13001345588550456,3.3341760437653876,8.555249249733002e-4,0.031144634615124248,0.7405820380470273,+++...+........+,5,5
CEACAM19,1.325312855182919,0.2816485486861099,0.08447756779752806,3.334003996909004,8.560542764706841e-4,0.031144634615124248,0.7406129057785094,+++---+......+.+,6,9
CEP57L1,1.7381366707268704,0.5528136605333493,0.16582245389093744,3.333768422561993,8.567795811995237e-4,0.031151405616250023,0.21345227883625645,++++--+...+..+.+,8,10
BCAR4,1.3489968795547658,0.29936126406858155,0.0898264608168454,3.332662350785188,8.601926670834712e-4,0.03125583091074243,0.7057299829666299,++++++.......-..,6,7
UBE2Z,1.689479149411662,0.5244202858185524,0.1574350110871968,3.331027083474447,8.652618352077046e-4,0.03142026226730982,0.22887632975786665,+++-+-+-+++++-++,12,16
MOB3C,1.5909976656382678,0.4643612821253263,0.13941346054365822,3.3308210004579046,8.659026340172964e-4,0.031423780639268394,0.39393642375232324,+++++++...-..-.+,8,10
IGFBP-AS1,0.28396704492825475,-1.2588970865389935,0.3779993020700764,-3.3304217220634165,8.671454108939198e-4,0.031433327268071194,0.3838379153697247,...--+.---.--+-.,8,10
TRBV7-3,1.283734114105066,0.24977310758236357,0.0750238303898258,3.3292502700080218,8.708011733406524e-4,0.03154211096462874,0.7397773176253575,+..++++......+..,6,6
CCDC18,1.425929463804716,0.35482385639613234,0.10675586290784009,3.323694331452725,8.883350576344763e-4,0.03211681453052205,0.41663526459921557,+++-+-+......+.+,7,9
IGHV3-15,1.1467780770289981,0.13695633819715852,0.04121184842335242,3.323227261982094,8.898238881323312e-4,0.0321505223970965,0.4391092369843512,+-....+.........,2,3
COL4A4,1.3520903979523111,0.301651837776345,0.09078252093419353,3.3227964444279587,8.911992123925919e-4,0.032180089560481004,0.37794758835888687,++++-+--+-.+++-+,10,15
LINC00426,1.4117739931817148,0.3448470647738059,0.10382777451568007,3.3213373433302964,8.958718380477999e-4,0.03230872764951246,0.29278323569660086,+++...-.........,3,4
GGA2,1.694014413856367,0.5271011049636557,0.15870159006064347,3.3213347437932943,8.95880183032488e-4,0.03230872764951246,0.03740082370927567,+++-+++++++++-++,14,16
CD79B,1.1953161828808663,0.1784107385710187,0.05375497432337651,3.3189623996049966,9.035259456107634e-4,0.03254278680950563,0.9163156752322363,+++++----+---+-+,8,16
C21orf58,1.3702289647441828,0.31497785342627865,0.09490696788308942,3.3188064106555615,9.040307910174159e-4,0.03254278680950563,0.32532443155016566,+++--++......+.+,7,9
EIF5,1.4160030059132958,0.347838118089399,0.10483053711906522,3.3180991688932093,9.063230022598576e-4,0.03260392598540536,0.42941585224151474,-+-+-+++++++++++,13,16
CFAP54,1.4082060061467605,0.34231655821719215,0.10319030978026504,3.317332402103706,9.088142223227191e-4,0.032652881144572626,0.4962222517385212,++++.-.......-..,4,6
HCCS,1.4121331247112752,0.34510141558387397,0.1040402589821874,3.3169988133435764,9.099000296996444e-4,0.032671575087549566,0.4399908570084204,++++-+++++++-+++,14,16
SMCP,0.5329806087848947,-0.6292702367447209,0.18979534735265616,-3.3155198244953943,9.147285281812972e-4,0.03282455030257532,0.4394566928527124,-.-+-+.---.----.,10,12
HIST1H4I,1.2608415000523296,0.23177935523041165,0.06991381908430765,3.3152151930209057,9.157260119449482e-4,0.03283994699820449,0.423108194695246,+++...+...+....+,6,6
E2F8,1.5763727308362936,0.455126467810695,0.1373030425368335,3.3147587948650212,9.172223262081233e-4,0.032859767239541524,5.425182683597815e-4,-++++-++++++++++,14,16
CD6,1.32974540965363,0.28498750259720446,0.0859796423220904,3.314592790809782,9.177671368832403e-4,0.032859767239541524,0.2869601681713398,++++--+--+---+++,9,16
CHIC2,1.3634870168644513,0.31004540133991154,0.09354138729811699,3.314526438995339,9.179849815595256e-4,0.032859767239541524,0.45261044286227237,-++-+-++++-+++++,12,16
IGKV1-16,1.146599486903309,0.13680059399798353,0.041276085183039865,3.31428219007054,9.187873066375394e-4,0.03286812251001685,0.7366155271414578,++....+.........,3,3
PAK1IP1,1.4541074481432439,0.3743922746913286,0.11297500171583441,3.313939092765283,9.199154329436077e-4,0.03288811523693316,0.11448702746701624,+++--+++++++++++,14,16
HIST1H2BD,1.3137752187503613,0.27290483902886387,0.08239857973956805,3.3120090163133495,9.262856054243192e-4,0.03307492247699914,0.2801786121341353,+++...+...+....+,6,6
MRPL49,1.4548109761048111,0.37487597885396157,0.11320468255761079,3.311488274022447,9.280112911468283e-4,0.033116074326570016,0.6287527409208054,+-+++++++++-++++,14,16
LOC100131532,0.3229809653200592,-1.1301618883936235,0.3415201481551629,-3.309209996829109,9.355963465816144e-4,0.033324995886193705,0.9382983814104633,...---.---+----.,10,11
RFXANK,1.3802196219874114,0.322242632874363,0.09738271944534194,3.3090330061611017,9.361879984439704e-4,0.03332552398157852,0.4892451601470258,+++-++++++.+--++,12,15
LYRM2,1.6417742761747511,0.49577753274663944,0.14985221035680896,3.3084432426198935,9.381619876690556e-4,0.03337522824851725,0.02937364833254072,-++--+++++-+++++,12,16
SPAG4,1.2553286153421384,0.22739738320249023,0.06874450523827003,3.3078626781053364,9.401089525984291e-4,0.033423910539951786,0.7972590319009594,++++--+---++-+++,10,16
RPL39L,1.409051980095662,0.34291712371631206,0.10368523566074682,3.3072898135499313,9.420337636022082e-4,0.033471745792345624,0.024730694265300238,+++-++++++-++-++,13,16
HIST1H3F,1.3335723968934583,0.28786135404996854,0.08706292432526119,3.3063598113766317,9.451663242181391e-4,0.033562408860097585,0.14384252863586972,+++...+...+....+,6,6
IGSF6,1.2703848960608557,0.2393199223191951,0.072401006672840093,3.305477828514387,9.481460520727795e-4,0.033628169762501596,0.30575378790047203,+++++-++---+-+++,11,16
MED26,1.592698739721849,0.4654298979912074,0.14082619666026644,3.3049951573571583,9.497804102816099e-4,0.0336530116647984,0.3940662976059723,+++++++...+..-.+,9,10
TAS2R1,0.5360587598286232,-0.623511497373947,0.18866205383824336,-3.3049120620118893,9.500620400794258e-4,0.0336530116647984,0.21222434884617392,-----+----.-----,14,15
SSNA1,1.427719324059475,0.3560782928194811,0.10774760245247644,3.3047444649780893,9.5063030146694e-4,0.0336530116647984,0.40419582671825344,++++++++++-++--+,13,16
SETMAR,1.6359234463851515,0.49220744392261084,0.14894784584943707,3.304562352785924,9.512481354597062e-4,0.033654261958388894,0.08585816821300252,++++++++++++++++,16,16
ASCC3,1.7040415383028653,0.5330028050483125,0.1613125746891083,3.304161539021672,9.526092469933799e-4,0.03368179108677817,0.03367213671659039,++++-+++++-+++++,14,16
PNN,1.5174644409283966,0.41704081101034207,0.1262641556236524,3.3029232164145563,9.568258345569196e-4,0.0337489069898106,0.10930020011481946,-+++++-+++-+++++,13,16
IK,1.450353716965277,0.37180746941796583,0.11256939591662692,3.3029178702650257,9.568440760430255e-4,0.0337489069898106,0.8693741709736991,-+++-+++++--+-++,11,16
TDP2,1.5709921670165692,0.4517073732754202,0.13677376836262348,3.3025877599411047,9.579710628481331e-4,0.033768041601579035,0.14027302362515323,-+++-+++++.+-+++,12,15
PGAM1,1.536662719655964,0.4296129997835461,0.13011569604488998,3.3017769019606167,9.60744528753704e-4,0.03383270773260981,0.29642602714154476,++++--++++++---+,11,16
UQCRH,1.51892805687757,0.4180048603310982,0.12660257109365755,3.3017090942163265,9.609767956037785e-4,0.03383270773260981,0.07201290124167316,++++-+++++.++--+,12,15
EIF2B1,1.682276441535543,0.5201479009211791,0.15755541399911877,3.3013648196442706,9.621568671521371e-4,0.03385362414302531,0.17706805763623812,-+++-+++++.+++++,13,15
FGD3,1.3509841883677274,0.3008333552587426,0.09117722107668921,3.299435447870379,9.687950574672457e-4,0.034066442878948666,0.39939453775369993,++++++-...-..+.+,8,10
HNRNPR,1.5207364978591151,0.4191947555727297,0.12709312040021073,3.2983276691350687,9.726256194880544e-4,0.034180336095074725,0.15656377727056967,-+++++++++-+++++,14,16
SMTNL1,1.2118184118083417,0.192122051181558,0.05825781357936211,3.297790277004447,9.744889031184369e-4,0.03421564866156377,0.7983363449942718,+++--++......-.+,6,9
SPOP,1.5216436635414756,0.4197911082052869,0.12729829076004387,3.2976963453232013,9.748149288076639e-4,0.03421564866156377,0.42654275866529284,+++-+-++++-+++++,13,16
IDO2,1.2355853009412674,0.211544785699255,0.06415784668648322,3.2972550767328554,9.763478718326563e-4,0.0342417569607014,0.4951247543591862,+++++++......+.+,9,9
RNF144A,1.7240732418842821,0.5446896550306739,0.16520058925622477,3.297141114828983,9.767441318107783e-4,0.0342417569607014,0.007300692219350484,-+++++-+++.+++++,13,15
KEAP1,1.5715353160189722,0.45205304981173916,0.13713364544171563,3.296441572421191,9.791797940466574e-4,0.03428553540681914,0.20525185542829885,+++-++++++++---+,12,16
RIC1,1.6926681365742042,0.5263060630115212,0.15968698692196687,3.2958606906942736,9.812065770588845e-4,0.034335692781950325,0.25127279686438875,++++-+....-..+..,6,8
MCMBP,1.589210921066507,0.46323761698761856,0.14060577796564636,3.2945845020735884,9.85673039125838e-4,0.03447111026783061,0.23037518099391063,++++-+++-+++++++,14,16
CAPZA1,1.4767943777867654,0.38987377773507426,0.11835105845353662,3.294214541293136,9.869713597484228e-4,0.03449563420333054,0.34734575846006943,++++-++++--+-+++,12,16
DBF4,1.3891518562883602,0.32869338557775724,0.09980422732803217,3.2933813965356618,9.899009536338e-4,0.034577108642828994,0.1348617518461416,-+++-+++++-+++++,13,16
CCL4,1.2802172209387062,0.2470297673918192,0.0750329333966583,3.2922845503841254,9.937700804431124e-4,0.03469128255439298,0.24484688181294575,++-++-+-++.+--++,10,15
TRIM24,1.5933767405592416,0.4658555004929831,0.1415152148137486,3.291911057804676,9.950907685124617e-4,0.034716409456545264,0.033331396559521054,-+++--+++-.+++++,11,15
SPOCK1,0.803316587205104,-0.21900638718559792,0.06653697053884006,-3.2914992283538953,0.00099654890122276925,0.03472390365808459,0.2230242093918651,---------+.--+-+,12,15
PA2G4,1.4388728740547312,0.3638600807468155,0.11054640517197675,3.2914691362487933,9.966555235260551e-4,0.03472390365808459,0.445679390489208,+++-+-+++++-+--+,11,16
TLE1,1.3096892820124062,0.26978991977572175,0.08196959748954989,3.2913412782113105,9.971086677183912e-4,0.03472390365808459,0.3753837149106249,++++-++++--+++++,13,16
MED1,1.6755000512200224,0.51611165876522,0.15686835674638216,3.29009412395163,0.0010015387467894776,0.034857168407840526,0.10509342142656469,+++++-+-++++++++,14,16
ZBTB1,1.71372642042602,0.5386701927485387,0.16386827059851,3.287214729130342,0.0010118364768556616,0.0351538089879111,0.05921542260465092,-++++--+++++-+++,12,16
NDUFB2,1.693095906877886,0.5265587506179036,0.16018957315753796,3.2870975322473766,0.0010122576826340842,0.0351538089879111,0.038220556755419875,+++++++++++++-++,15,16
FXR1,1.5554839809364185,0.4417867389652834,0.1344029620211703,3.287031270156799,0.001012495900506873,0.0351538089879111,0.02577187495120958,+++-++++++-+++-+,13,16
CBX5,1.568473044639025,0.4501025630619859,0.1371226018490481,3.2824826614468923,0.001028973133536441,0.035704440730891504,0.07120441039055066,+++--++++-++++++,13,16
HDDC2,1.277003770735788,0.24451652985402075,0.07453893678229682,3.280386606105898,0.001036649269231457,0.035927639400466824,0.6301614088728846,++++-+-+++-+++-+,12,16
PRUNE1,1.5388676472993879,0.4310468520029093,0.1314264626646598,3.279756932230183,0.0010389655792978573,0.03596797095315889,0.4016268118283104,..+---.++++++++.,9,12
NCSTN,1.4212389239801306,0.3515289728984201,0.10720359159074039,3.279078318946761,0.0010414672787453375,0.036008216973209536,0.7118088728944612,+++---++++.+---+,9,15
